Country,Arable land,Crop production index,Exports of goods and services (% of GDP),External balance on goods and services (% of GDP),"Foreign direct investment, net inflows (% of GDP)",GDP per capita (constant 2015 US$),GDP per capita growth (annual %),"GNI per capita, PPP (current international $)",Gross domestic savings (% of GDP),Imports of goods and services (annual % growth),"Industry (including construction), value added (% of GDP)","International tourism, receipts (% of total exports)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Net ODA received (% of GNI),"Population ages 15-64, total",Population growth (annual %),Rural population (% of total population),"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)"
Hungary,53.22164384568246,84.68166666666666,50.734736717079194,-1.0951778672650876,7.602433971818744,8189.122677259737,2.9154837496626507,9675.0,25.268368957178193,17.523227615215365,26.944950275508987,15.109733797413222,48.474,,6974025.666666667,-0.21469256736776435,35.10766666666667,15.765499999999998
IBRD only,10.88275018014,,22.636617105408117,0.15579844088193498,2.6117477425033857,2531.065108173771,3.1579573742356857,3925.913328591761,25.16573419453241,,33.812669634564365,8.96886271571126,65.40178029737416,0.3651227802153283,2440562642.3333335,1.3405284606118595,57.634289194044925,
Iceland,1.313383208645054,70.59833333333334,34.11454361537556,-1.8894674274850096,1.2034089903209728,38261.90899002212,4.294767516513028,26730.0,20.6255339051649,9.699417563379344,23.15951770867451,12.516541360347325,76.59833333333334,,177000.33333333334,0.9251447947220605,7.970666666666671,7.444999999999999
IDA & IBRD total,10.567918128378153,,22.38682853569101,-0.23967241900679306,2.4569810534539807,2182.6167975009007,2.842762202702064,3422.0110991989986,24.830586432300695,,33.03785634916288,9.04579059360616,65.03725321683902,0.6559223513173068,3000796292.3333335,1.5867797891427504,60.703966539985345,
IDA blend,19.340500381010315,,,,0.7592823439153472,1267.8687060594516,0.18243021133455053,,,1.0161055990339989,27.927708010324256,9.613686252146357,58.363873256209054,,184684133.5,2.680497425315051,66.99390967123753,
IDA only,7.5999719704472986,,27.614425132235795,-7.090605738507414,1.1637165441326716,721.023321888846,2.193419973101458,1243.9742140495405,6.8088583463558265,,22.77912311522081,11.581958755919866,65.88071821654789,5.458937275178161,375549516.5,2.4148099680636954,74.51103736305198,
IDA total,9.66879840233762,,24.275767693897603,-1.8026467172719833,0.9642452722596769,902.212630516986,1.2527604833197472,1602.9415337111934,10.169416280552932,7.690963970921618,25.651207524602764,10.206250143609818,63.39758102712469,3.658604403521915,560233650.0,2.502768804900718,72.01457218281185,
India,54.25435306858964,63.97833333333333,11.231270788084407,-1.3428441702460887,0.6559697233171695,687.5617973604263,4.335355707483314,1808.3333333333333,24.723698118080492,11.885731594752736,27.582878355926994,6.003500853166493,55.916,0.3976655500814643,604323826.1666666,1.9036074073510567,72.86466666666666,8.064
Indonesia,10.300726717411264,59.19333333333333,34.909255400362845,4.35448185619196,0.4499617760452379,1914.9357622538998,0.6358553605542477,4438.333333333333,28.32334851971409,3.748056845301528,43.35708085586277,,66.9925,0.9364965146933008,130870101.5,1.5613563284785166,60.98266666666667,17.5606
"Iran, Islamic Rep.",10.139103776287891,69.18,18.7652939143645,2.799590590750014,0.02897369794559022,3750.3697864235,1.8234776003422415,9950.0,35.74132822122631,4.0927995821789835,38.417125595339925,1.975452205702344,43.64700000000001,0.1529774156440399,37165869.333333336,1.47700831469104,37.812666666666665,
Iraq,10.28877152068043,122.39999999999998,49.18319895955844,14.677995657410078,0.005552283817799071,2919.993761415202,13.529302551832933,7113.333333333333,62.19569382116132,,72.14155323630888,,42.24816666666666,1.3367396312052815,12042106.5,3.2643202717794844,31.48266666666667,
Ireland,6.353365268302125,97.88166666666666,81.7875795995949,11.935357135052241,10.325761702135537,34588.79885362047,8.400709960677325,21503.333333333332,34.411648648180055,17.995819125808488,30.181227283063276,,59.39166666666667,,2437167.5,0.9683666993341452,41.455000000000005,13.252333333333333
Isle of Man,32.63157894736842,,,,,38284.73470989023,7.742997302608001,,,,,,,,47343.0,1.0158427708597646,48.19650000000001,7.55
Israel,15.580714725816387,93.35166666666667,28.836150386113385,-3.987530401184486,2.446133494348363,27354.144044609424,2.550787782611309,21880.0,23.164869132008917,8.126920893136976,23.588038352757405,11.642913896687405,61.19166666666666,1.1571522881354095,3632755.0,2.5431387387536133,8.961,15.742166666666664
Italy,28.433179468312545,113.44833333333332,24.236398063552077,2.9276499044675575,0.4817679807857675,30545.463941380178,2.1716312638032114,24355.0,22.88286544214883,7.21069762165926,25.343848941011903,10.225449470815162,47.68,,38684946.0,0.028916402008079902,32.928,33.4905
Jamaica,13.71191135734072,118.28833333333334,42.22910012262628,-7.638569687492681,3.1505321225038774,5023.127386345875,-0.7204150280052678,6070.0,16.334046965112915,,24.290648686418063,39.56554366765385,68.23016666666668,0.648415984643069,1520238.3333333333,0.8375210324426541,48.785333333333334,33.19
Japan,12.488216787926262,118.25500000000001,9.859791743136674,1.199803601961595,0.10842823334114897,30892.585526909435,1.0950788609677222,25811.666666666668,31.246405610993136,5.288459178745235,33.54899981026867,1.2484183692152215,63.20666666666667,,86661440.33333333,0.22022294765829767,21.66616666666667,7.608499999999999
Jordan,2.2457691145361136,46.37833333333333,47.2968327257307,-22.11143547208442,3.6755706325847535,3535.450757392296,0.8574820281891414,5480.0,3.705485304472308,,21.86233939145285,28.460479548271753,39.461166666666664,6.676878297948199,2708543.8333333335,2.78476096204842,21.761333333333337,
Kazakhstan,12.016538874689779,44.0,39.761374685105174,-0.41701025706848105,6.366653112210588,3959.3364796072697,2.115202405299724,6441.666666666667,18.372644407330878,-1.3499999999861576,30.20816092924136,4.525652428698485,71.30283333333334,0.7502066496120259,9775193.666666666,-1.3566027599894133,44.0105,
Kenya,8.664534795188063,58.49166666666667,23.844709614643435,-7.89616919064898,0.551202085904838,1217.6473503788152,-0.25979909807349816,1841.6666666666667,8.384529090386641,5.830885494790181,15.224712746379936,24.107945915018746,72.53366666666666,4.403087360877574,14708904.833333334,2.7660242415458236,80.93266666666666,
Kiribati,2.4691358024691357,55.35166666666667,17.169790837995183,-75.20096407204434,0.7760617351770175,1424.0317208666409,0.7211402607321679,2231.6666666666665,,,9.50309603431243,,,15.549592402248265,47230.0,1.6893033052026787,60.469500000000004,
"Korea, Dem. People's Rep.",19.239819505578165,84.35333333333334,,,,,,,,,,,74.77683333333333,,15614662.666666666,0.9252214935340694,40.78466666666666,
"Korea, Rep.",17.926256133803303,110.16666666666667,30.82306852087881,2.1467339483922583,1.1983863079317405,14954.349064816493,5.597121319097674,15590.0,36.65713324117462,10.17301960857442,35.34420761843171,4.573726205569552,61.55666666666667,-0.013414937229242052,33025168.333333332,0.8609224267165269,21.00733333333333,10.007
Kosovo,,,,,,,,,,,,,,,1165602.5,-2.6836300561917965,,25.175
Kuwait,0.37411148522259635,29.69333333333333,50.626845468326906,10.390091293184222,0.2839308669640513,32470.46095241743,-0.3433256883168407,69223.33333333333,24.91915735548248,,,2.5552041092296,66.59716666666667,0.013190899594508592,1216863.5,2.744762626684871,1.4141666666666666,
Kyrgyz Republic,7.086374695863746,64.43666666666667,36.50437081496043,-14.780740727439934,3.8550977670893,660.174340588322,2.3934208108823305,1573.3333333333333,5.0022654129301545,,21.54716661490919,2.97002144693058,65.49399999999999,13.73184976211609,2723653.8333333335,1.3580214360614935,64.283,
Lao PDR,3.729780473714616,23.8,28.800846868561038,-12.837291022726454,5.0163373312485255,831.2129987296962,4.1795289779624865,1528.3333333333333,5.902363791064477,,20.201204265485284,18.220140405857713,64.33283333333334,15.044753962840467,2760259.6666666665,2.0304235667247448,80.37683333333332,
Late-demographic dividend,9.095745586622197,,26.912106746418832,1.3001490264731022,3.428057972388366,3096.713546727038,4.147513646993938,4093.8937374503907,27.169011789049083,,35.41240567539648,9.934565789135089,72.30395671193622,0.28996112474396135,1331350703.6666667,0.9220986143511402,56.17363213942684,
Latin America & Caribbean,6.3060217712780995,,17.595033674042018,-1.2989648700948202,3.0402903258373857,6652.768427386453,1.2992029276786876,7958.862291427834,18.99873251218594,7.762575321807375,28.2157435565412,8.68778921844143,62.56194279607467,0.26726085765970153,307916292.5,1.5881138364333154,25.64649441409826,13.91364564962385
Latin America & Caribbean (excluding high income),6.6580042334979295,,14.902359243687506,-1.9763224180240195,2.823006292316037,6374.446719376818,1.1367261503023656,7795.0847991382425,18.00000511359158,7.720927884182331,27.218801692703412,8.368226003606257,62.870792921422826,0.28431687444851467,275887206.8333333,1.5943876901251481,26.694845833897915,13.846624366893401
Latin America & the Caribbean (IDA & IBRD countries),6.163299105105131,,16.385941065264927,-1.553624594097177,3.0404190114397616,6535.377647478484,1.2004113508157843,7953.260155730358,18.855562614674323,7.760764628631141,28.035085961270358,7.897336380139286,62.9749536083055,0.21966681389963086,297219660.1666667,1.625279951029886,25.79801684387199,13.98858196051578
Latvia,16.490698035686545,54.105,37.62139095604068,-8.774111842813106,5.150633453153572,5817.795931693269,6.263178625852467,6738.333333333333,12.554266781877537,9.100334296476888,25.901159516200295,6.9148006681669365,58.727833333333336,,1612991.8333333333,-1.0449606241375031,31.543666666666667,23.93466666666667
Least developed countries: UN classification,6.985021130401222,,21.36963584965453,-8.380248102301882,1.6517254579147471,644.0619448985611,2.378448763128842,1146.2526654736564,8.44223683025419,,22.600968681131874,10.079031169235838,66.93698104817071,7.1838616482907485,331240064.0,2.499583111045984,75.83695536442379,
Lebanon,16.177908113391982,107.78666666666668,13.364951938245317,-33.09763978661747,4.942659104708757,5949.001631115622,2.0662201481970115,7761.666666666667,-4.412803529307819,-0.5631625038398317,21.948535323717365,,43.82783333333333,1.5118400852594454,2555211.5,1.7578679896036233,14.487333333333334,
Lesotho,10.688405797101447,116.25666666666667,,,2.9799241208276452,691.5390727816035,2.3075857309820456,1526.6666666666667,,14.71703675628558,31.788066474513567,12.677618042709849,73.07983333333334,5.7681240465080625,1094411.6666666667,0.7503772434138999,81.71683333333333,33.54
Liberia,3.8932724252491693,68.14666666666666,,,2.379862700228833,763.4268725287566,,860.0,,,4.247151029748284,,77.27133333333335,8.726378225335917,1367195.8333333333,5.153291805158072,55.967833333333324,
Libya,1.0770807521662857,85.55666666666667,25.9605783286831,6.403696668381669,-0.23753193365544797,11075.017950625632,1.732474526825456,,23.04210748796366,,,0.29806523041874367,47.06666666666666,,3029947.3333333335,1.74887903179374,23.83,
Liechtenstein,25.0,,,,799.3339427334205,,5.460724935728422,,,,,,,,22732.5,1.355127715100095,84.16466666666668,
Lithuania,46.0832801531589,67.24000000000001,39.038154838707705,-9.597578820589783,3.8233830078596456,5770.967188154932,5.464214557229741,7116.666666666667,12.592058742924378,11.434212901384067,27.017458797104737,9.52663614727791,61.6915,,2353680.3333333335,-0.734202110862109,32.86433333333334,26.420666666666666
Low & middle income,10.572849622133896,,21.997162938374725,-0.20263744345899207,2.3212098932468668,2086.8298609366816,2.834196506336182,3288.170405550438,24.941301575682132,,33.00486695639413,8.788890073497612,65.16791235874267,0.9169753195104385,2952104792.5,1.6061722792471234,61.18916643106826,
Low income,6.7751455575410064,,30.82976618439189,-6.188308414701502,0.6432842740518475,658.346860491293,1.7541009026063108,888.6348152379187,7.562826963517047,11.421967947939926,24.216828401879116,,69.2134064769261,5.709521384417328,184762506.0,2.8173064645616983,73.36279969598797,
Lower middle income,16.457867438303378,,20.286826057225372,-2.1413693664376656,1.1959693079898315,1082.8264485985746,2.3648469447444165,2437.376350062454,22.313172282955477,5.5019483754606995,29.7348885764777,9.819507634736624,57.68711981374307,1.614074437032383,1251117310.5,1.9731944877611884,67.64112441235329,
Luxembourg,24.082720259782633,112.82,122.32655643706478,20.290620894216605,,81699.8255306161,3.623567592666911,42213.333333333336,41.9602467113085,12.583523944494504,18.23879802271117,,51.67833333333332,,284192.6666666667,1.326327328679705,16.824333333333335,7.216333333333334
"Macao SAR, China",,72.04,76.92459370776284,24.54378425142328,0.0024439735653065306,32847.08823632135,-1.505428421034317,32798.333333333336,42.3507696839258,0.6208592589681032,12.120969489576117,,65.13083333333333,-0.007018408602903041,281855.1666666667,1.7528959956463368,0.01833333333333324,9.0528
Madagascar,4.986759294287581,70.38833333333334,18.005560969528954,-3.8496149303065734,0.7203700458077451,462.83650475613223,0.24169559933168236,1143.3333333333333,6.986946958717926,7.070230141575135,,16.981091465119366,86.38566666666667,10.504602639144553,7817841.166666667,3.134638501971114,73.54416666666667,
Malawi,26.870315372648847,35.830000000000005,,,0.8169057899188831,412.7534216153137,4.301872884264578,920.0,,,19.833376455150475,5.888705145444693,80.584,16.277093044813828,5426651.833333333,1.7142547920648248,85.93166666666667,
Malaysia,2.689747882108253,65.33333333333333,105.96993288652062,10.770664925782553,4.473245938593354,6169.901750548761,3.0448670177946937,11238.333333333334,44.773420839510685,8.432032286069878,44.69316147843772,5.208804624629278,61.29333333333333,-0.008732907172955398,13272770.833333334,2.6358927113558015,41.1485,
Maldives,10.0,144.03833333333333,,,2.3204969591082807,6360.372333607441,4.848946460232841,7023.333333333333,,,,,53.05700000000001,6.377709524749523,144671.83333333334,1.8912823401758834,73.39666666666666,3.16
Mali,3.545212904001289,38.66166666666667,21.040439410007338,-11.486359960604375,1.8530468488925331,538.787281558842,1.829911655079627,1011.6666666666666,7.941877584170997,7.415361271321134,18.738180860839684,5.150157487933564,70.23583333333333,14.476667728604076,5249519.0,2.4342921156439066,73.187,
Malta,27.604166666666668,114.32499999999999,115.38223094784274,-6.737457040069245,11.037065680144531,13983.186459819146,6.770398732581768,14476.666666666666,18.803212404874188,,25.98949586549468,26.123072398403064,49.9115,0.7326463175326504,258184.5,0.6664207517587085,8.355833333333335,11.844
Marshall Islands,2.777777777777778,109.125,24.46732426606681,-63.59974095034292,0.640672749734498,3002.357417459892,-2.912885975038025,2988.3333333333335,,,12.312794951302733,,,35.46972795566415,26858.5,1.405095673091629,32.41416666666667,
Mauritania,0.43659648782380905,62.27,31.097900175634326,1.200680528882175,0.5290090932709735,1351.4786404977074,-0.2045796391227365,3045.0,7.552922606845588,8.043458974754387,29.029703758624773,,46.120000000000005,11.176907355897944,1331251.8333333333,2.5317854666416766,61.602,
Mauritius,44.58128078817734,124.58333333333333,62.38098014446854,-2.0056646406025602,1.6227187610155867,5082.7838944234245,4.2837683595384775,7830.0,24.346821857646916,4.693768371396142,27.223620107307216,26.60280695491795,58.873,0.7422979709561676,779512.1666666666,1.0733569924221584,57.022999999999996,23.77
Mexico,11.72149489441601,69.535,23.61906885600827,-0.07520791170200392,2.3427423540928918,8922.4179025268,1.8225264472367801,10223.333333333334,23.220829478793586,11.899026229846315,34.19980509029411,7.923609412000996,59.951666666666675,0.035771620601877975,56328822.833333336,1.7128631573900686,25.947333333333336,7.257666666666666
"Micronesia, Fed. Sts.",3.5714285714285707,68.765,17.971514573208104,-61.776960785639,,2699.167363486742,0.694098237420261,2281.6666666666665,,,7.612097962061315,,,40.171779845283034,61007.0,0.43302685597453516,76.36283333333333,
Middle East & North Africa,4.983711788590729,,33.29500308390331,2.3337916017923637,0.9013591180542377,5314.3649820568,1.9794732890815847,10323.575540075064,26.157444346250728,,40.57103719224194,13.256028806319929,47.158069971571884,0.6985683916432338,176353362.83333334,2.12989973515545,42.42527001541417,
Middle East & North Africa (excluding high income),6.0017067217032976,,26.603944820019947,-1.11013076053579,0.7318856610600794,2890.2309300356524,3.040747017784973,6264.762887123189,25.52715445722895,3.580173895072941,34.400862354862205,14.357611834929648,45.82727560567855,1.226691322575507,154734691.33333334,2.0357808878619132,45.59767030717391,
Middle East & North Africa (IDA & IBRD countries),5.99735430134415,,26.677804741118894,-0.6534234195280657,0.7032482465263801,2895.369490827385,3.0489143287198623,6298.232393997555,25.898016990198002,3.5291254684008706,34.47274878928517,14.144224410096877,45.87505755547716,1.0650179897608216,153388806.5,2.020551464090822,45.76849988785049,
Middle income,11.270837077297827,,21.91930542031673,-0.04637251772335086,2.363851802171077,2202.5163733082286,2.928556446785336,3482.130368000393,25.18275818321464,,33.24158616154535,8.781044183793297,64.9052313199078,0.5842794884057371,2767342286.5,1.5105626779474288,60.21442071519027,
Moldova,54.61112497424019,95.13166666666666,52.598736923107936,-19.02060658495599,4.479269799158199,1402.892603706804,-2.213997607094521,3098.0,5.252600165934499,5.136769026475951,23.524554989090262,8.086813415279376,57.47466666666666,5.88795921470789,1939292.0,-0.2427920127112322,54.455666666666666,15.897
Monaco,,,,,,112769.72810432293,2.0488185586641356,,,,,,,,20697.5,0.6341202397624146,0.0,6.91
Mongolia,0.8162951025990705,38.96333333333334,46.78845824020126,-6.681140608420935,2.208709799583979,1499.9775026383452,2.2647483374244026,3346.6666666666665,26.729182560329125,,25.354763888753265,6.431540784328927,60.74316666666666,14.536944248489704,1419969.3333333333,1.0487017886616337,43.21600000000001,
Montenegro,,,36.8149918504193,-14.295218443481694,,4483.6088320660865,-0.21726711829143142,6310.0,8.093185786981136,,21.2590046532839,,49.65533333333334,,405648.5,-0.1764601302078083,44.037,
Morocco,20.022033012174173,57.84999999999999,22.717874290654056,-4.172962318797889,1.3142952338606013,1862.8649495442717,1.3271688448022587,3516.6666666666665,25.26303065557354,5.964494816193127,25.042580194246018,22.81690843066538,51.28783333333333,1.30362300238728,16612977.333333334,1.4332159606482966,47.486,27.755000000000003
Mozambique,4.906448960214315,65.59833333333334,,,2.8739144068947886,261.399057588714,4.842683893204374,383.3333333333333,,,18.64378399865045,,83.68333333333335,22.219019077278173,8870453.0,2.920045139761625,71.53283333333333,
Myanmar,14.739470167600045,53.73666666666666,,,4.870190512352387,244.46661213965277,6.961060114726649,745.0,,,9.692261135861278,12.379973366295564,73.67533333333333,1.3998883733992862,27477584.833333332,1.2148408339011498,73.42666666666666,
Namibia,0.9911452829501147,57.37833333333334,42.71264599045181,-6.4595600037710215,3.0122215698559214,3006.259721669527,0.9412814281686769,4825.0,15.664145008400924,5.352540720829907,22.042441521811593,9.775598188531315,53.97366666666667,4.403084992790558,940585.8333333334,2.5778885955513133,68.91483333333333,
Nauru,,80.07333333333334,,,,,,,,,,,,,6006.666666666667,0.16625644296775258,0.0,
Nepal,16.395399217687324,54.585,23.845516036024907,-10.137466851134176,0.20295479179794187,509.23292910935,2.519153465399922,1180.0,14.42637525850457,,21.07000274137301,19.627928110334867,41.3165,6.686349855350364,12961994.5,1.9904930629850686,87.89049999999999,2.98
Netherlands,28.541172985781987,90.43333333333332,60.04133756950258,6.187975245237137,6.990756876294694,36914.66425859984,3.5391790079536776,26961.666666666668,28.83187015087381,9.29477741330823,22.70523908065309,4.86081352543278,61.258333333333326,,10672282.333333334,0.5778323671295498,25.1705,9.114833333333333
New Caledonia,0.38293216630196936,69.80666666666667,17.38646797299278,-14.932785330365988,-1.187886291274157,,-0.6117983065067634,,3.9754595705053712,,20.70971343759707,,65.767,10.943699145480247,131390.83333333334,1.9679560355763617,38.95366666666666,
New Zealand,1.5165046269922653,73.065,30.3959917995233,1.610073136458275,2.4885743936215357,29172.08572581034,2.166109839562066,18308.333333333332,24.244589508708003,4.5096345764021235,24.509124679346442,12.202763772375688,65.19166666666666,,2476736.5,1.059952085411439,14.190499999999998,13.471333333333334
Nicaragua,14.704171514043543,59.04333333333333,18.389145910955676,-18.45137824487251,4.40625024615401,1320.0158379037023,3.4007899180313808,2301.6666666666665,8.222219236536832,12.092885438831471,19.864207445108608,10.937586113576483,59.13683333333333,13.37529102346143,2712940.6666666665,1.704182540027278,45.18866666666667,
Niger,11.038920028420305,32.108333333333334,14.056213225612382,-6.154171166817588,0.33057013635675236,406.6343125390901,-1.2810939335012275,778.3333333333334,7.062352795715339,2.302987925448439,19.57642646233341,7.695608900797579,78.99716666666667,10.486550890609857,5437323.166666667,3.3728042725689495,84.021,
Nigeria,37.184653278727524,61.43666666666667,,,0.7042463647003138,1447.950373065889,-0.036317462105789865,,,,33.52065915613323,1.418321432536688,60.348333333333336,,61432647.833333336,2.5447549484209784,66.48433333333332,
North America,12.065616022426378,,12.680391379481854,-1.5822263966620422,2.206954720541526,44120.542311134515,2.8429024468443274,31704.018095097115,20.82909437206762,10.492721871997317,23.05413517099334,9.859541725095271,65.62027409541417,-3.6241672131440796e-05,201210672.66666666,1.1486349578183048,21.780082951045177,11.271832982627515
North Macedonia,23.233713461790533,78.31666666666666,25.905856075540655,-20.050587656467773,2.164686482261569,3040.7548758508146,1.920995579302146,5351.666666666667,4.147992088462322,10.461245827918168,25.308828238929,4.894457574124653,53.915166666666664,3.905988803741612,1344909.0,0.36497760285358555,40.93183333333333,
Northern Mariana Islands,2.173913043478261,,,,,,,,,,,,,,42505.5,8.660593208732603,10.15033333333333,
Norway,2.5270777890944136,97.62333333333333,39.47352766561223,8.0976302549294,3.1363526675861677,63734.70532402196,3.1522893635367644,28928.333333333332,32.59009289970648,6.204452746424297,30.87907685991267,4.204203839776454,65.63483333333333,,2858705.3333333335,0.5829069560926636,25.1765,14.269166666666669
Not classified,,,,,,,,,,,,,,,,,,
OECD members,11.321754679900303,,19.84642533705172,0.1412469127820947,2.3964807464386646,28610.829351183434,2.5361210188603756,22150.255269043846,24.21325548399989,8.931142961262339,26.22665447049273,7.864995738033855,60.26038994620247,0.0041341561035604345,778871236.8333334,0.7697230340656347,24.997633567901065,14.565364732075986
Oman,0.09585352719439959,62.52,49.25061835451309,10.738882339024961,0.4242600836518568,18877.116872694736,2.3156126700745454,34796.666666666664,30.333080817665575,-3.5210984378156738,49.69971329086494,4.499685489141886,56.52066666666667,1.1129459868868785,1330198.6666666667,1.5686825986649433,28.381,
Other small states,2.015127026638354,,62.29565803981607,2.7962471298435303,4.653850448245698,7398.1369144877945,,10391.834300428614,27.87892098732098,,,19.603068566336184,59.36702837018422,1.6630595872530922,11848467.166666666,1.835181382950881,51.19337693409181,
Pacific island small states,3.099246557547415,,46.04913417765724,-14.186506139958425,-0.10133935350505048,3178.0565545121267,0.44122670548630794,3575.562139095253,9.398307975234312,,16.61324882895705,29.909346238298273,65.16404736117474,10.777775455959073,1117011.8333333333,1.4226127770926051,66.14120563552102,
Pakistan,40.06676352566763,72.80166666666666,15.193823543858095,-2.7968202334154264,0.9605058488918962,1044.0713680622823,0.5277514550143844,2398.3333333333335,14.71121548880591,0.0842288597252671,21.035797233448225,5.764140142991329,49.71,1.0082782921590532,75778026.16666667,2.9606820412171952,67.56233333333334,10.68
Palau,0.6521739130434784,,,,2.1720447717835234,11392.035999966658,,10750.0,,,14.151916471573337,,,23.934537584572286,12488.166666666666,2.7057664449447394,29.075333333333337,14.281
Panama,6.967984934086629,105.62166666666667,66.93991726693547,-12.820071719444757,7.7098815462541594,6614.8758418941725,2.3051021357288826,7578.333333333333,25.18089437871015,,21.921890979120978,6.246562125127866,61.41816666666666,0.39680952558524996,1768008.6666666667,2.005707638122547,39.798833333333334,
Papua New Guinea,0.43906137290406155,68.26,58.82320507637224,9.972930027706333,4.451427066701339,2253.9548744983153,-4.113560580909163,2270.0,30.291154356580552,4.763516807071428,33.7413757724822,,71.93166666666667,8.13058890514129,2878203.0,3.5495133847315383,86.36099999999999,5.27
Paraguay,6.9720614145482,40.145,50.624830510627,5.443003814436923,1.7783536671406388,4325.829268972157,-0.6896130270520331,6445.0,26.024737211136138,-5.032660166526116,33.006411177124,2.706374445118223,69.87616666666666,0.9697725581939625,2719589.8333333335,2.181123841179005,46.26716666666666,10.0305
Peru,3.4629296875000004,52.07666666666666,14.376971500428448,-4.204023381319524,3.8583125042934907,3234.932406681628,1.6082844600229127,4611.666666666667,18.23089004422653,5.0268716220173415,28.904896308799852,11.025644437427795,65.6195,0.7895235418502056,15274760.166666666,1.7599949959193033,27.997500000000002,9.9288
Philippines,17.305004974790666,69.47666666666667,34.913525865571515,-3.6407101454275836,1.938409398673001,1790.1714971092103,1.3894765378387248,3481.6666666666665,17.06373003866916,7.338406761646493,35.06640921796815,6.3868246825241615,61.47,0.7480068345921898,42691951.833333336,2.363692378912895,53.652499999999996,
Poland,45.89441379085181,106.29333333333335,24.262101174917422,-3.3990197804878584,3.6487163277242467,6480.234270183323,5.716194090348037,9116.666666666666,19.956767506966866,16.759420325893124,31.20506011800282,19.180596508508703,57.26383333333334,,25923470.0,-0.12327237736638251,38.39516666666666,28.1755
Portugal,20.580637522768672,92.51666666666667,27.081760674493477,-8.674387879715487,2.6342536684896234,17277.40315666201,3.610525280823841,16361.666666666666,18.20016128320503,8.800347511321052,25.105960987019525,17.688905522140548,59.275000000000006,,6827304.666666667,0.49042339329168844,47.244166666666665,12.336500000000001
Post-demographic dividend,12.13219209605902,,20.732517646345055,0.25360056514275797,2.485729673412562,31829.4000225968,2.715256610770043,24021.42564258397,24.378246931927844,8.513566357532016,25.883971630195436,7.525870261241469,60.24599475673818,0.004382667518048142,677840340.0,0.5133860038282757,24.10041068766331,14.738626349688424
Pre-demographic dividend,7.66766560977405,,23.288705678514294,1.0343285847042656,1.341890739363892,1056.375610898265,2.457407318658428,,,,33.96952833651152,7.644549460807677,66.90005542536673,,266738059.66666666,2.8108008015729737,68.77624663767948,
Puerto Rico,5.050732807215333,116.25,55.79773837476489,12.728784837454652,,23815.821323175216,3.574310185531514,13348.333333333334,26.44045975199229,,43.61223304165119,,46.916666666666664,,2427641.0,0.7211644089489231,5.921499999999999,24.901666666666667
Qatar,1.119724375538329,79.43833333333333,52.460832956326044,17.917004748443393,2.3849934633360497,52157.763347549546,,81720.0,47.46543043557739,,,,81.34116666666667,0.04465660827777666,422175.8333333333,4.245480158568918,4.280499999999996,
Romania,40.69722276299935,84.85333333333334,25.258477054564295,-6.251651431022491,2.6327910809449153,4559.6423474460935,1.104742038539733,5570.0,13.983651591144985,6.676352808687308,33.84257552694431,5.082564835598734,65.40333333333332,,15273297.0,-0.21195752187073136,46.613166666666665,18.401666666666667
Russian Federation,7.696629384131403,63.578333333333326,33.09890938343344,8.927523847472953,1.0157722122639063,4828.067464192708,0.9800088344511266,5691.666666666667,29.316346782736503,3.297541229121402,34.32238745718523,,60.254333333333335,,99980168.83333333,-0.2046368814444652,26.639166666666668,22.230166666666673
Rwanda,33.346845020943114,67.25,5.892321019591102,-18.261894106653752,0.2140262079479576,307.4878676518773,11.814051194748993,533.3333333333334,-4.818119012199231,12.136970223970541,17.76162446219332,,61.53666666666666,25.136408668025187,3624657.3333333335,3.1020909731542368,87.34816666666666,0.74
Samoa,5.789163722025912,98.99166666666667,,,1.5603379350478448,2753.7280693828748,2.941791021933239,,,,26.340421760335705,51.702376186341816,55.608666666666664,,98762.16666666667,1.0178222417934228,78.24900000000001,
San Marino,16.66666666666666,,,,,52903.83282901911,4.586552614428196,,,,,,,,17968.166666666668,1.4859843146570668,7.421833333333335,
Sao Tome and Principe,5.208333333333333,96.60499999999998,,,,,,,,,,51.10429397062624,55.222833333333334,,71396.83333333333,1.5863460743717266,48.971166666666676,
Saudi Arabia,1.687297548328674,111.5166666666667,37.3705790533406,11.57704788459239,0.20952123355077804,17417.025226716312,-1.2121760514792637,37688.333333333336,31.81285566918721,,49.00692715625875,,50.395999999999994,0.009605785975488293,12188805.166666666,2.6611728763822016,20.737666666666666,
Senegal,16.141207430876573,60.620000000000005,18.7378883905558,-11.274754094732145,1.4293872990396865,1018.8539788868094,1.986086302555563,1806.6666666666667,8.755123640414963,2.308319036026982,23.706108369952712,12.323178527033086,50.60033333333333,8.309350645274689,4771286.666666667,2.3719105471561353,60.03716666666667,
Serbia,,,11.359665475362954,-5.267529332082588,,3068.641149451221,2.997357432750442,5817.5,6.18720612161849,16.32428043737165,32.93587469373612,,56.363333333333344,5.269337203003067,5239552.666666667,-0.4771449390520235,47.78999999999999,
Seychelles,2.173913043478261,136.375,29.082191461605728,-32.95825594942412,7.175512435063616,11037.452134318999,3.6665709747650865,12618.333333333334,24.83571709902357,7.760788428877622,36.60060039348741,53.46642617780014,,3.155223393789075,49788.0,1.487226647998959,49.996,
